target_schema;target_table;target_column;target_label_fr;target_description;ifs_data_type;ifs_length;mandatory;primary_key;in_scope;default_value;sap_source_table;sap_source_field;join_context;mapping_rule;mapping_status;confidence;comments
clean_data;jt_task;source_ref2;Réf d'origine 2;"Référence à l'origine, en fonction du type de référence de l'origine. Par exemple, le numéro de libération de l'ordre de fabrication est affiché si la référence d'origine est de type Commande d'achat.

Remarque : applicable aux ordres de fabrication ouverts, rattachés à l'unité de manutention. Une fois les articles reçus en stock, la référence est effacée.";VARCHAR2;30;FALSE;FALSE;YES;;AFVC;VORNR;"AFVC opération centrale; AFKO via AFKO.AUFPL=AFVC.AUFPL; AFVV via AFVV.AUFPL=AFVC.AUFPL AND AFVV.APLZL=AFVC.APLZL; AFRU via AFRU.RUECK=AFVC.RUECK AND AFRU.RMZHL=AFVC.RMZHL ou AFRU.AUFPL/APLZL; CRHD via CRHD.OBJID=AFVC.ARBID AND CRHD.WERKS=AFVC.WERKS; JEST/JCDS via OBJNR.";Référence source 2: numéro opération SAP.;Proposé;Forte;ne pas renseigner
clean_data;jt_task;source_ref3;Réf d'origine 3;"Référence à l'origine, le cas échéant. Les données spécifiques affichées sont liées à la valeur dans la colonne Type référence origine. Par exemple, le numéro de séquence d'ordre de fabrication est affiché si la référence d'origine est de type Commande d'achat.

Remarque : applicable aux ordres de fabrication ouverts, rattachés à l'unité de manutention. Une fois les articles reçus en stock, la référence est effacée.";VARCHAR2;30;FALSE;FALSE;YES;;AFVC;AUFPL;"AFVC opération centrale; AFKO via AFKO.AUFPL=AFVC.AUFPL; AFVV via AFVV.AUFPL=AFVC.AUFPL AND AFVV.APLZL=AFVC.APLZL; AFRU via AFRU.RUECK=AFVC.RUECK AND AFRU.RMZHL=AFVC.RMZHL ou AFRU.AUFPL/APLZL; CRHD via CRHD.OBJID=AFVC.ARBID AND CRHD.WERKS=AFVC.WERKS; JEST/JCDS via OBJNR.";Référence source 3: numéro gamme/routing ordre.;Proposé;Forte;ne pas renseigner
clean_data;jt_task;source_ref4;Réf d'origine 4;Selon le type d'ordre, une référence de l'origine est indiquée. Le numéro de ligne d'article est affiché pour les ordres de fabrication et les bons de travaux. Le numéro de séquence de demande diverse est affiché pour les projets. Le numéro d'élément est affiché pour les éléments de livraison de projet.;VARCHAR2;30;FALSE;FALSE;YES;;AFVC;APLZL;"AFVC opération centrale; AFKO via AFKO.AUFPL=AFVC.AUFPL; AFVV via AFVV.AUFPL=AFVC.AUFPL AND AFVV.APLZL=AFVC.APLZL; AFRU via AFRU.RUECK=AFVC.RUECK AND AFRU.RMZHL=AFVC.RMZHL ou AFRU.AUFPL/APLZL; CRHD via CRHD.OBJID=AFVC.ARBID AND CRHD.WERKS=AFVC.WERKS; JEST/JCDS via OBJNR.";Référence source 4: compteur opération.;Proposé;Forte;ne pas renseigner
clean_data;jt_task;master_task_seq;Tâche maître;#N/A;NUMBER;20;FALSE;FALSE;YES;;;;;"Pas de mapping SAP proposé à ce stade; champ IFS à laisser vide ou alimenté par défaut/système selon validation métier.";Non mappé;;ne pas renseigner
clean_data;jt_task;duplicate_type;Type duplicata;Type de duplication pour l'opération de bon de travail. Les valeurs valides sont **Maître** et **Double**.;VARCHAR2;4000;FALSE;FALSE;YES;;;;;"Pas de mapping SAP proposé à ce stade; champ IFS à laisser vide ou alimenté par défaut/système selon validation métier.";Non mappé;;ne pas renseigner
clean_data;jt_task;duplicate_type_db;Type duplicata;Type de duplication pour l'opération de bon de travail. Les valeurs valides sont **Maître** et **Double**.;VARCHAR2;20;FALSE;FALSE;YES;;Constante ou transcodification;Voir DUPLICATE_TYPE;"AFVC opération centrale; AFKO via AFKO.AUFPL=AFVC.AUFPL; AFVV via AFVV.AUFPL=AFVC.AUFPL AND AFVV.APLZL=AFVC.APLZL; AFRU via AFRU.RUECK=AFVC.RUECK AND AFRU.RMZHL=AFVC.RMZHL ou AFRU.AUFPL/APLZL; CRHD via CRHD.OBJID=AFVC.ARBID AND CRHD.WERKS=AFVC.WERKS; JEST/JCDS via OBJNR.";Valeur DB/code du champ DUPLICATE_TYPE. A renseigner seulement si IFS l’exige.;A valider;Faible;ne pas renseigner
clean_data;jt_task;cost_code;Code coût;Identité du code de coût. L'identité est utilisée lorsque vous déclarez un coût sur une opération de bon de travail.;VARCHAR2;50;FALSE;FALSE;YES;;AFVC;SAKTO;"AFVC opération centrale; AFKO via AFKO.AUFPL=AFVC.AUFPL; AFVV via AFVV.AUFPL=AFVC.AUFPL AND AFVV.APLZL=AFVC.APLZL; AFRU via AFRU.RUECK=AFVC.RUECK AND AFRU.RMZHL=AFVC.RMZHL ou AFRU.AUFPL/APLZL; CRHD via CRHD.OBJID=AFVC.ARBID AND CRHD.WERKS=AFVC.WERKS; JEST/JCDS via OBJNR.";"Compte général/coût opération externe; alternatives PRCTR/GSBER/FUNC_AREA selon besoin IFS.";A valider;Moyenne;ne pas renseigner
clean_data;jt_task;project_id;ID projet;Identifiant du projet associé à l'unité compatible. Utilisez la liste de valeurs pour sélectionner un projet adéquat parmi les projets appartenant à la société à laquelle l'unité compatible est associée. Les projets sont créés dans ***Bases du projet/Programme du projet***.;VARCHAR2;4000;FALSE;FALSE;NO;;AFVC;PROJN ou PSPNR;"AFVC opération centrale; AFKO via AFKO.AUFPL=AFVC.AUFPL; AFVV via AFVV.AUFPL=AFVC.AUFPL AND AFVV.APLZL=AFVC.APLZL; AFRU via AFRU.RUECK=AFVC.RUECK AND AFRU.RMZHL=AFVC.RMZHL ou AFRU.AUFPL/APLZL; CRHD via CRHD.OBJID=AFVC.ARBID AND CRHD.WERKS=AFVC.WERKS; JEST/JCDS via OBJNR.";Projet/WBS si opération liée projet.;Proposé;Moyenne;ne pas renseigner
clean_data;jt_task;activity_seq;Séq activité;Le numéro de séquence de l'activité de projet d'approvisionnement liée à l'élément d'exécution de l'unité compatible.;NUMBER;20;FALSE;FALSE;NO;;;;;"Pas de mapping SAP proposé à ce stade; champ IFS à laisser vide ou alimenté par défaut/système selon validation métier.";Non mappé;;ne pas renseigner
clean_data;jt_task;quotation_no;N° d'offre;Le numéro d'identification du devis commercial. Quand vous saisissez un nouveau devis, vous pouvez saisir manuellement le numéro de devis ou laisser le système créer le numéro automatiquement. L'ID du groupe des coordinateurs et la série de numéros utilisée sont déterminés par le groupe de coordinateurs de l'utilisateur. Dès que le devis est créé, le numéro ne peut pas être changé.;VARCHAR2;12;FALSE;FALSE;YES;;;;;"Pas de mapping SAP proposé à ce stade; champ IFS à laisser vide ou alimenté par défaut/système selon validation métier.";Non mappé;;ne pas renseigner
clean_data;jt_task;quotation_rev;Rév. devis;Numéro de révision du devis de service. Le numéro de révision est généré lorsque le devis est créé ou lorsqu’une nouvelle révision est générée. C'est un numéro séquentiel qui commence par 1 pour chaque devis et est incrémenté de 1. Il ne peut pas être modifié manuellement.;NUMBER;20;FALSE;FALSE;YES;;;;;"Pas de mapping SAP proposé à ce stade; champ IFS à laisser vide ou alimenté par défaut/système selon validation métier.";Non mappé;;ne pas renseigner
clean_data;jt_task;quo_task_seq;Séq tâche devis;#N/A;NUMBER;20;FALSE;FALSE;YES;;;;;"Pas de mapping SAP proposé à ce stade; champ IFS à laisser vide ou alimenté par défaut/système selon validation métier.";Non mappé;;ne pas renseigner
clean_data;jt_task;mobile_task_id;ID tâche mobile;ID de l'opération de bon de travail dans le client mobile.;VARCHAR2;50;FALSE;FALSE;YES;;;;;"Pas de mapping SAP proposé à ce stade; champ IFS à laisser vide ou alimenté par défaut/système selon validation métier.";Non mappé;;ne pas renseigner
clean_data;jt_task;inspection_note;Note de contrôle;Note de contrôle saisie sur l'opération BT ou l'étape de l'opération BT dans le bon de travail généré pour l'action MP. Cette note de contrôle s'affichera sur la ligne du plan de maintenance correspondant à l'opération BT ou à l'étape de l'opération BT. Si la case **Générer notes** est cochée avec les notes de contrôle sur l'opération BT ou à l'étape de l'opération BT, la note de contrôle sera également incluse à l'opération BT correspondante ou à l'étape de l'opération BT dans le bon de travail suivant.;VARCHAR2;2000;FALSE;FALSE;YES;;;;;"Pas de mapping SAP proposé à ce stade; champ IFS à laisser vide ou alimenté par défaut/système selon validation métier.";Non mappé;;ne pas renseigner
clean_data;jt_task;generate_note;Générer note;Indique si le texte figurant dans le champ **Note de contrôle**, qui a été transféré de l'opération de bon de travail ou de l'étape de l'opération de bon de travail vers ***Plan de maintenance*** sur la page ***Action MP***, sera aussi inclus dans le prochain bon de travail généré pour l'action MP.;VARCHAR2;5;FALSE;FALSE;YES;;;;;"Pas de mapping SAP proposé à ce stade; champ IFS à laisser vide ou alimenté par défaut/système selon validation métier.";Non mappé;;"""FALSE"""
clean_data;jt_task;work_stage_id;ID étape travail;Etape de travail du **bon de travail**. Celle-ci est extraite de la **tâche standard** et peut être modifiée ici.;VARCHAR2;20;FALSE;FALSE;YES;;AFVC;STEUS;"AFVC opération centrale; AFKO via AFKO.AUFPL=AFVC.AUFPL; AFVV via AFVV.AUFPL=AFVC.AUFPL AND AFVV.APLZL=AFVC.APLZL; AFRU via AFRU.RUECK=AFVC.RUECK AND AFRU.RMZHL=AFVC.RMZHL ou AFRU.AUFPL/APLZL; CRHD via CRHD.OBJID=AFVC.ARBID AND CRHD.WERKS=AFVC.WERKS; JEST/JCDS via OBJNR.";"Stade/type d’opération proposé depuis clé de contrôle; nécessite transcodification.";A transcoder;Faible;ne pas renseigner
clean_data;jt_task;pm_group_id;ID groupe MP;Groupe auquel l'action MP est connectée. Ce champ est lié à ***Bon de travail et données de base MP*** et n'accepte que les valeurs qui y sont saisies. Cliquez sur **Liste** pour choisir une valeur appropriée.;VARCHAR2;8;FALSE;FALSE;YES;;AFKO;PLGRP;"AFVC opération centrale; AFKO via AFKO.AUFPL=AFVC.AUFPL; AFVV via AFVV.AUFPL=AFVC.AUFPL AND AFVV.APLZL=AFVC.APLZL; AFRU via AFRU.RUECK=AFVC.RUECK AND AFRU.RMZHL=AFVC.RMZHL ou AFRU.AUFPL/APLZL; CRHD via CRHD.OBJID=AFVC.ARBID AND CRHD.WERKS=AFVC.WERKS; JEST/JCDS via OBJNR.";"Groupe planificateur maintenance/production; à transcoder.";Proposé;Moyenne;ne pas renseigner
clean_data;jt_task;changed_date;Date modifiée;#N/A;DATE;21;FALSE;FALSE;NO;;raw_data;updated_at;;"Dernière mise à jour staging; sinon JCDS.UDATE+UTIME pour changement de statut.";Proposé technique;Faible;ne pas renseigner
clean_data;jt_task;allow_multiple_visits;Autoriser multiples visites;Si cette option est activée, par défaut, il est permis de diviser le travail en plusieurs visites dans la **tâche de demande de travail** lors de la planification. La valeur peut être remplacée dans la page **Demande de tâche de travail**/ **Demande de tâche de travail - planification et allocation**.;VARCHAR2;4000;FALSE;FALSE;YES;;;;;"Pas de mapping SAP proposé à ce stade; champ IFS à laisser vide ou alimenté par défaut/système selon validation métier.";Non mappé;;ne pas renseigner
clean_data;jt_task;allow_multiple_visits_db;Autoriser multiples visites;Si cette option est activée, par défaut, il est permis de diviser le travail en plusieurs visites dans la **tâche de demande de travail** lors de la planification. La valeur peut être remplacée dans la page **Demande de tâche de travail**/ **Demande de tâche de travail - planification et allocation**.;VARCHAR2;20;FALSE;FALSE;YES;FALSE;Constante ou transcodification;Voir ALLOW_MULTIPLE_VISITS;"AFVC opération centrale; AFKO via AFKO.AUFPL=AFVC.AUFPL; AFVV via AFVV.AUFPL=AFVC.AUFPL AND AFVV.APLZL=AFVC.APLZL; AFRU via AFRU.RUECK=AFVC.RUECK AND AFRU.RMZHL=AFVC.RMZHL ou AFRU.AUFPL/APLZL; CRHD via CRHD.OBJID=AFVC.ARBID AND CRHD.WERKS=AFVC.WERKS; JEST/JCDS via OBJNR.";Valeur DB/code du champ ALLOW_MULTIPLE_VISITS. A renseigner seulement si IFS l’exige.;A valider;Faible;"""FALSE"""
clean_data;jt_task;min_visit_duration;Durée min visite (heures);Durée minimale d'une visite. Aucune visite d'une chaîne de plusieurs visites ne sera planifiée pour une durée inférieure à cette valeur. La valeur est saisie par défaut sur les nouvelles opérations de bon de travail avec ce type d'activité.;NUMBER;20;FALSE;FALSE;YES;;;;;"Pas de mapping SAP proposé à ce stade; champ IFS à laisser vide ou alimenté par défaut/système selon validation métier.";Non mappé;;ne pas renseigner
clean_data;jt_task;srv_request_scope_id;ID de portée de la dde SRV;#N/A;NUMBER;20;FALSE;FALSE;YES;;;;;"Pas de mapping SAP proposé à ce stade; champ IFS à laisser vide ou alimenté par défaut/système selon validation métier.";Non mappé;;ne pas renseigner
clean_data;jt_task;event_id;ID événement;ID unique de l'événement. Cet ID d'événement est utilisé dans la configuration de l'entité d'événement et sera visible dans le journal des événements avec la description.;VARCHAR2;30;FALSE;FALSE;YES;;;;;"Pas de mapping SAP proposé à ce stade; champ IFS à laisser vide ou alimenté par défaut/système selon validation métier.";Non mappé;;ne pas renseigner
clean_data;jt_task;event_period_seq;N° période événement;Numéro de séquence donné à une certaine période de date pour l'événement. Ce numéro est utilisé pour déterminer la période de date d'événement liée à une tâche de travail.;NUMBER;20;FALSE;FALSE;YES;;;;;"Pas de mapping SAP proposé à ce stade; champ IFS à laisser vide ou alimenté par défaut/système selon validation métier.";Non mappé;;ne pas renseigner
clean_data;jt_task;hm_contract_id;Contrat de maintenance lourde;#N/A;VARCHAR2;15;FALSE;FALSE;YES;;;;;"Pas de mapping SAP proposé à ce stade; champ IFS à laisser vide ou alimenté par défaut/système selon validation métier.";Non mappé;;ne pas renseigner
clean_data;jt_task;hm_contract_line_no;N° ligne contrat maintenance lourde;#N/A;NUMBER;20;FALSE;FALSE;YES;;;;;"Pas de mapping SAP proposé à ce stade; champ IFS à laisser vide ou alimenté par défaut/système selon validation métier.";Non mappé;;ne pas renseigner
clean_data;jt_task;postponed_reason;Motif de report;La raison d'avancer la date de **dernière fin** si la tâche de travail a déjà été **préparée**. La saisie d'un motif est obligatoire.;VARCHAR2;2000;FALSE;FALSE;YES;;;;;"Pas de mapping SAP proposé à ce stade; champ IFS à laisser vide ou alimenté par défaut/système selon validation métier.";Non mappé;;ne pas renseigner
clean_data;jt_task;original_latest_finish;Fin d'origine au plus tard;La date/heure d'origine définie comme la dernière fin de la tâche de travail. Ce champ de date est défini à la suite de l'extension de la date de **dernière fin** déjà définie sur une tâche de travail avec un type de travail configuré pour enregistrer la raison du report.;DATE;21;FALSE;FALSE;YES;;;;;"Pas de mapping SAP proposé à ce stade; champ IFS à laisser vide ou alimenté par défaut/système selon validation métier.";Non mappé;;ne pas renseigner
clean_data;jt_task;split_min_priority;Priorité min. fractionnée;"Toute opération BT fractionnable peut se voir attribuer une priorité de fractionnement minimale. Elle ne sera alors fractionnée dans une équipe ultérieure que si la priorité de fractionnement de l'équipe est au moins la priorité minimale. La priorité de fractionnement sur l'équipe est définie à l'aide d'un attribut d'équipe appelé SPLIT_PRIORITY.
Supposons que les équipes du lundi puissent toutes se voir attribuer une priorité fractionnée de 1, tandis que les autres équipes de la semaine ont une priorité fractionnée de 2. Les opérations BT qui doivent être accomplies au cours d'une seule semaine se voient alors attribuer une priorité de fractionnement minimale de 2, ce qui signifie qu'elles ne peuvent pas être fractionnées sur le week-end et sur l'équipe du lundi. Pendant ce temps, les autres opérations BT fractionnables ont une priorité partagée de 1 et peuvent donc être fractionnées pendant le week-end. De même, les opérations BT autorisées à s'interrompre peuvent recevoir une priorité d'interruption et ne seront autorisées à interrompre une opération BT fractionnée que si la priorité d'interruption correspond au moins à la priorité de fractionnement minimale requise.";NUMBER;20;FALSE;FALSE;YES;;;;;"Pas de mapping SAP proposé à ce stade; champ IFS à laisser vide ou alimenté par défaut/système selon validation métier.";Non mappé;;ne pas renseigner
clean_data;jt_task;interrupt_priority;Priorité interruption;Spécifie la priorité d'une opération BT de ce type lorsqu'il s'agit de déterminer s'il convient de l'utiliser pour interrompre une opération BT fractionnable. Cela s'applique uniquement si Interruption est défini sur Oui.;NUMBER;20;FALSE;FALSE;YES;;;;;"Pas de mapping SAP proposé à ce stade; champ IFS à laisser vide ou alimenté par défaut/système selon validation métier.";Non mappé;;ne pas renseigner
clean_data;jt_task;interrupt_multiplier;Multiplicateur interruption;"Il est possible d'exercer un contrôle plus fin sur le coût appliqué lorsqu'une opération BT est interrompue par une autre opération BT. Cette opération s'effectue à l'aide d'un multiplicateur sur le coût du fractionnement qui dépend de l'opération BT interrompue. La valeur par défaut est 1, mais peut être définie sur n'importe quelle valeur supérieure ou égale à 0. Par exemple, si nous appliquons un *Coût de planification du fractionnement* de 100, mais que nous ne souhaitons appliquer aucune pénalité si l'opération BT est interrompue par une pause. Nous pouvons définir le multiplicateur de partage sur la pause sur 0 pour y parvenir, ce qui signifie que le coût partagé serait de 0. 
Supposons que nous avons également un rendez-vous qui permet d'interrompre la planification, mais que nous souhaitons le faire uniquement s'il n'y a pas d'autre alternative. Nous pouvons donc définir le multiplicateur de partage sur l'opération BT du rendez-vous à peut-être 2,5 et un coût de 250 sera appliqué si l'opération BT du rendez-vous doit s'interrompre.";NUMBER;20;FALSE;FALSE;YES;;;;;"Pas de mapping SAP proposé à ce stade; champ IFS à laisser vide ou alimenté par défaut/système selon validation métier.";Non mappé;;ne pas renseigner
clean_data;jt_task;interrupt;Interruption;Définit si les opérations BT ou les pauses de ce type peuvent être utilisées pour fractionner une opération BT, où Autoriser plusieurs visites est défini sur Oui. Lorsque Autoriser plusieurs visites est défini sur Oui pour une opération BT, la planification est libre de fractionner l'opération BT dans des équipes consécutives ou autour d'activités marquées comme pouvant être interrompues.;VARCHAR2;4000;FALSE;FALSE;YES;;;;;"Pas de mapping SAP proposé à ce stade; champ IFS à laisser vide ou alimenté par défaut/système selon validation métier.";Non mappé;;ne pas renseigner
clean_data;jt_task;interrupt_db;Interruption;Définit si les opérations BT ou les pauses de ce type peuvent être utilisées pour fractionner une opération BT, où Autoriser plusieurs visites est défini sur Oui. Lorsque Autoriser plusieurs visites est défini sur Oui pour une opération BT, la planification est libre de fractionner l'opération BT dans des équipes consécutives ou autour d'activités marquées comme pouvant être interrompues.;VARCHAR2;20;FALSE;FALSE;YES;;Constante ou transcodification;Voir INTERRUPT;"AFVC opération centrale; AFKO via AFKO.AUFPL=AFVC.AUFPL; AFVV via AFVV.AUFPL=AFVC.AUFPL AND AFVV.APLZL=AFVC.APLZL; AFRU via AFRU.RUECK=AFVC.RUECK AND AFRU.RMZHL=AFVC.RMZHL ou AFRU.AUFPL/APLZL; CRHD via CRHD.OBJID=AFVC.ARBID AND CRHD.WERKS=AFVC.WERKS; JEST/JCDS via OBJNR.";Valeur DB/code du champ INTERRUPT. A renseigner seulement si IFS l’exige.;A valider;Faible;ne pas renseigner
clean_data;jt_task;duration_override;Remplacement durée;Si elle est spécifiée, cette durée sera utilisée directement comme durée attendue de l'opération BT, en ignorant tout autre paramètre affectant la durée (Ajuster la durée, maîtrise des ressources, etc.).;NUMBER;20;FALSE;FALSE;YES;;;;;"Pas de mapping SAP proposé à ce stade; champ IFS à laisser vide ou alimenté par défaut/système selon validation métier.";Non mappé;;ne pas renseigner
clean_data;jt_task;activity_type_id;Type d'activité;Le type de coût assigné à l'activité. Le type de coût est défini quand vous enregistrez l'activité, et peut avoir une des valeurs suivantes : **Unité liée à l'activité**, **Lot lié à l'activité**, **Produit lié à l'activité**, **Installation nécessaire à l'activité** ou **Non utilisé**.;VARCHAR2;20;FALSE;FALSE;YES;;AFVC;LAR01;"AFVC opération centrale; AFKO via AFKO.AUFPL=AFVC.AUFPL; AFVV via AFVV.AUFPL=AFVC.AUFPL AND AFVV.APLZL=AFVC.APLZL; AFRU via AFRU.RUECK=AFVC.RUECK AND AFRU.RMZHL=AFVC.RMZHL ou AFRU.AUFPL/APLZL; CRHD via CRHD.OBJID=AFVC.ARBID AND CRHD.WERKS=AFVC.WERKS; JEST/JCDS via OBJNR.";Type activité principal.;Proposé;Moyenne;ne pas renseigner
clean_data;jt_task;service_organization_id;Organisation du service;Organisation de services qui possède la propriété organisationnelle de la ressource.;VARCHAR2;20;FALSE;FALSE;YES;;CRHD;ARBPL;"AFVC opération centrale; AFKO via AFKO.AUFPL=AFVC.AUFPL; AFVV via AFVV.AUFPL=AFVC.AUFPL AND AFVV.APLZL=AFVC.APLZL; AFRU via AFRU.RUECK=AFVC.RUECK AND AFRU.RMZHL=AFVC.RMZHL ou AFRU.AUFPL/APLZL; CRHD via CRHD.OBJID=AFVC.ARBID AND CRHD.WERKS=AFVC.WERKS; JEST/JCDS via OBJNR.";"Organisation de service depuis poste de travail; transcodification requise.";A transcoder;Faible;ne pas renseigner
clean_data;jt_task;service_delivery_unit;Unité de livraison service;Unité de prestation de services au sein de l'organisation de services qui est propriétaire organisationnel de la ressource.;VARCHAR2;20;FALSE;FALSE;YES;;CRHD;ARBPL;"AFVC opération centrale; AFKO via AFKO.AUFPL=AFVC.AUFPL; AFVV via AFVV.AUFPL=AFVC.AUFPL AND AFVV.APLZL=AFVC.APLZL; AFRU via AFRU.RUECK=AFVC.RUECK AND AFRU.RMZHL=AFVC.RMZHL ou AFRU.AUFPL/APLZL; CRHD via CRHD.OBJID=AFVC.ARBID AND CRHD.WERKS=AFVC.WERKS; JEST/JCDS via OBJNR.";Unité de service depuis poste de travail si applicable.;A transcoder;Faible;ne pas renseigner
clean_data;jt_task;displacement_priority;Priorité de déplacement;Lors de la prise de rendez-vous pour cette activité, PSO tentera de déplacer toute autre activité de cette priorité ou d'une priorité inférieure.;NUMBER;20;FALSE;FALSE;YES;;;;;"Pas de mapping SAP proposé à ce stade; champ IFS à laisser vide ou alimenté par défaut/système selon validation métier.";Non mappé;;ne pas renseigner
clean_data;jt_task;dataset_id;ID ens. données;Identifiant unique pour l'ensemble de données. Un ensemble de données est utilisé pour définir un ensemble discret de données à planifier par IFS Planning and Scheduling Optimization.;VARCHAR2;32;FALSE;FALSE;YES;;;;;"Pas de mapping SAP proposé à ce stade; champ IFS à laisser vide ou alimenté par défaut/système selon validation métier.";Non mappé;;Renseigner jeu de données correspondant au secteur
clean_data;jt_task;fmeca_anal_id;ID analyse;L'ID de l'analyse flux de trésorerie pour l'exposition du flux de trésorerie créée.;NUMBER;20;FALSE;FALSE;YES;;;;;"Pas de mapping SAP proposé à ce stade; champ IFS à laisser vide ou alimenté par défaut/système selon validation métier.";Non mappé;;ne pas renseigner
clean_data;jt_task;fmeca_anal_revision;Révision;Numéro de révision de l'article parent.;NUMBER;20;FALSE;FALSE;YES;;;;;"Pas de mapping SAP proposé à ce stade; champ IFS à laisser vide ou alimenté par défaut/système selon validation métier.";Non mappé;;ne pas renseigner
clean_data;jt_task;function_id;Fonction;La fonction, le processus ou le fonctionnement de l'élément analysé dans le cadre de l'AMDEC.;VARCHAR2;100;FALSE;FALSE;YES;;;;;"Pas de mapping SAP proposé à ce stade; champ IFS à laisser vide ou alimenté par défaut/système selon validation métier.";Non mappé;;ne pas renseigner
clean_data;jt_task;functional_failure_id;Défaillance fonctionnelle;#N/A;VARCHAR2;100;FALSE;FALSE;YES;;;;;"Pas de mapping SAP proposé à ce stade; champ IFS à laisser vide ou alimenté par défaut/système selon validation métier.";Non mappé;;ne pas renseigner
clean_data;jt_task;failure_mode_id;Mode échec;#N/A;VARCHAR2;100;FALSE;FALSE;YES;;;;;"Pas de mapping SAP proposé à ce stade; champ IFS à laisser vide ou alimenté par défaut/système selon validation métier.";Non mappé;;ne pas renseigner
clean_data;jt_task;fmeca_failing_component;Composant défectueux FMECA;#N/A;VARCHAR2;40;FALSE;FALSE;YES;;;;;"Pas de mapping SAP proposé à ce stade; champ IFS à laisser vide ou alimenté par défaut/système selon validation métier.";Non mappé;;ne pas renseigner
clean_data;jt_task;trigger_seq_no;N° séq déclencheur;#N/A;NUMBER;20;FALSE;FALSE;YES;;;;;"Pas de mapping SAP proposé à ce stade; champ IFS à laisser vide ou alimenté par défaut/système selon validation métier.";Non mappé;;ne pas renseigner
clean_data;jt_task;effect;Effets;#N/A;VARCHAR2;4000;FALSE;FALSE;YES;;;;;"Pas de mapping SAP proposé à ce stade; champ IFS à laisser vide ou alimenté par défaut/système selon validation métier.";Non mappé;;ne pas renseigner
clean_data;jt_task;fmeca_cause;Cause FMECA;#N/A;VARCHAR2;3;FALSE;FALSE;YES;;;;;"Pas de mapping SAP proposé à ce stade; champ IFS à laisser vide ou alimenté par défaut/système selon validation métier.";Non mappé;;ne pas renseigner
clean_data;jt_task;fmeca_symptom;Symptôme FMECA;#N/A;VARCHAR2;3;FALSE;FALSE;YES;;;;;"Pas de mapping SAP proposé à ce stade; champ IFS à laisser vide ou alimenté par défaut/système selon validation métier.";Non mappé;;ne pas renseigner
clean_data;jt_task;external_id;Id externe;L'identifiant externe de l'objet est affiché, le cas échéant.;VARCHAR2;500;FALSE;FALSE;YES;;AFVC;AUFPL + APLZL;"AFVC opération centrale; AFKO via AFKO.AUFPL=AFVC.AUFPL; AFVV via AFVV.AUFPL=AFVC.AUFPL AND AFVV.APLZL=AFVC.APLZL; AFRU via AFRU.RUECK=AFVC.RUECK AND AFRU.RMZHL=AFVC.RMZHL ou AFRU.AUFPL/APLZL; CRHD via CRHD.OBJID=AFVC.ARBID AND CRHD.WERKS=AFVC.WERKS; JEST/JCDS via OBJNR.";Identifiant externe stable: SAP_AFVC_<AUFPL>_<APLZL>.;Proposé;Forte;ne pas renseigner
clean_data;jt_task;created_date_ofs;Décalage horaire de la date de création du serveur;#N/A;NUMBER;20;FALSE;FALSE;NO;;AFRU ou source ETL;ERSDA;"AFVC opération centrale; AFKO via AFKO.AUFPL=AFVC.AUFPL; AFVV via AFVV.AUFPL=AFVC.AUFPL AND AFVV.APLZL=AFVC.APLZL; AFRU via AFRU.RUECK=AFVC.RUECK AND AFRU.RMZHL=AFVC.RMZHL ou AFRU.AUFPL/APLZL; CRHD via CRHD.OBJID=AFVC.ARBID AND CRHD.WERKS=AFVC.WERKS; JEST/JCDS via OBJNR.";"Offset/timezone IFS dérivé du champ date correspondant si requis; sinon laisser vide.";Dérivé optionnel;Faible;"""0"""
clean_data;jt_task;reported_date_ofs;Décalage horaire de la date de rapport du serveur;#N/A;NUMBER;20;FALSE;FALSE;NO;;AFRU;ERSDA + ERZET;"AFVC opération centrale; AFKO via AFKO.AUFPL=AFVC.AUFPL; AFVV via AFVV.AUFPL=AFVC.AUFPL AND AFVV.APLZL=AFVC.APLZL; AFRU via AFRU.RUECK=AFVC.RUECK AND AFRU.RMZHL=AFVC.RMZHL ou AFRU.AUFPL/APLZL; CRHD via CRHD.OBJID=AFVC.ARBID AND CRHD.WERKS=AFVC.WERKS; JEST/JCDS via OBJNR.";"Offset/timezone IFS dérivé du champ date correspondant si requis; sinon laisser vide.";Dérivé optionnel;Faible;"""0"""
clean_data;jt_task;mpb_latest_update_ofs;Décalage horaire de dernière mise à jour MPB du serveur;#N/A;NUMBER;20;FALSE;FALSE;NO;;raw_data;updated_at;;"Offset/timezone IFS dérivé du champ date correspondant si requis; sinon laisser vide.";Dérivé optionnel;Faible;ne pas renseigner
clean_data;jt_task;planned_start_ofs;Décalage horaire de démarrage prévu du serveur;#N/A;NUMBER;20;FALSE;FALSE;NO;;AFVV;FSAVD + FSAVZ;"AFVC opération centrale; AFKO via AFKO.AUFPL=AFVC.AUFPL; AFVV via AFVV.AUFPL=AFVC.AUFPL AND AFVV.APLZL=AFVC.APLZL; AFRU via AFRU.RUECK=AFVC.RUECK AND AFRU.RMZHL=AFVC.RMZHL ou AFRU.AUFPL/APLZL; CRHD via CRHD.OBJID=AFVC.ARBID AND CRHD.WERKS=AFVC.WERKS; JEST/JCDS via OBJNR.";"Offset/timezone IFS dérivé du champ date correspondant si requis; sinon laisser vide.";Dérivé optionnel;Faible;"""0"""
